,id,dim1,dim2,dim3,dim4,dim5,dim6,class
28,0.23529411764705882,0.22844962327891244,0.7637514980282472,0.26748552497670514,0.8488148293240401,0.19371036345083636,0.1721700324313004,0
29,0.24369747899159663,0.13677891933140326,0.8194807099365413,0.027099775348215685,0.5125247669367379,0.12058847211149466,0.03643253942052269,0
30,0.2521008403361344,0.7923716291501132,0.798395718315732,0.1901833459043052,0.6888262075771578,0.2120874896753547,0.12809557613101352,0
31,0.26050420168067223,0.9368443978966892,0.6984091532659507,0.10903891380917949,0.895256445210072,0.15822926353420458,0.23066211813998905,0
32,0.2689075630252101,0.8220189904478256,0.8050474963761624,0.20811469290068785,0.6896338531296536,0.17294848689249886,0.063386641471602,0
33,0.27731092436974786,0.7496305651985739,0.7190418672927187,0.09120458779858974,0.5096587318126805,0.2457664610642981,0.190846408047934,0
34,0.2857142857142857,0.928774720010972,0.750331930315669,0.3320377746028291,0.7039344175700774,0.0,0.14870166416254293,0
35,0.2941176470588235,0.858630110425234,0.9402118387717813,0.2037805818384116,0.7585954615526069,0.20587528398807353,0.14678509714629556,0
36,0.3025210084033613,0.7726800610538677,0.7666524833961975,0.03797803204994607,0.994944699002176,0.09440685599922935,0.26268905564589856,0
37,0.3109243697478991,0.7368426032575842,0.7225479687611625,0.26050166814263315,0.7948154454518885,0.16879409977415988,0.011707354788611547,0
38,0.31932773109243695,0.8090033560098323,0.9502780936162327,0.18876453356165152,0.9039153216302861,0.18189902728967106,0.20294649461749947,0
39,0.32773109243697474,0.697986646733709,0.8323872354109817,0.2520839608993224,0.7136579807874783,0.26358861913686427,0.1664387984909526,0
40,0.3361344537815126,0.8720635076720725,0.19160033412372704,0.8612066369620541,0.9889536002617536,0.34430636332786135,0.11947935693018238,0
41,0.34453781512605036,0.8283408764150196,0.05970931928920968,0.7984784007848478,0.9384299554883045,0.2916602860808862,0.18955887818505057,0
42,0.3529411764705882,0.7078078306992156,0.3367827512279621,0.8440343868296072,0.9523650004928335,0.24846683593910704,0.2898816023061432,0
43,0.361344537815126,0.755503544975029,0.18465606094073997,0.7878282845486122,0.8987131830581905,0.2699981742368547,0.35546903095076904,0
44,0.36974789915966383,0.8118585712348511,0.17156698896244268,0.7454004229875411,0.5474989815951166,0.1849619360687852,0.11573672200521692,0
45,0.3781512605042016,0.7942090961814867,0.07726231236090918,0.8722207202599712,0.8607914991426369,0.25398574165880516,0.11036100117878493,0
46,0.38655462184873945,0.8411566393878525,0.2759089538262407,0.9029181194376543,0.9862213599041348,0.20951114712782662,0.3042462771880795,0
47,0.3949579831932773,0.8527928003073972,0.1976163968022036,0.924540418709507,0.5331437796902565,0.17674706033281345,0.3356326183300065,0
48,0.4033613445378151,0.8654685996258042,0.1274178301908247,0.7466531118162871,0.9555826242831744,0.17746832018729458,0.3519290832457599,0
49,0.4117647058823529,0.7739326139263208,0.08624181526580309,0.9013805931647827,0.6484617434038094,0.2891560614675067,0.06729823880245811,0
50,0.4201680672268907,0.9999999999999999,0.08492042992854573,1.0,0.959860932678229,0.10995110571159039,0.17066376117510001,0
51,0.42857142857142855,0.7990167284793789,0.0,0.8651272397533882,0.9812336385256275,0.12118155860687657,0.052430037435847135,0
52,0.43697478991596633,0.8844602990055934,0.12833974934914086,0.801510521348755,0.7706363818999461,0.011339522030652228,0.25402499829045366,0
53,0.4453781512605042,0.9434092121985703,0.25084307296634695,0.9091359800055399,0.6653970858518448,0.1004973732174079,0.1559928231779143,0
54,0.45378151260504196,0.8800462571860376,0.04407532284400651,0.9030512983589547,0.9842350710845943,0.08395377356474558,0.17478263803760333,0
55,0.4621848739495798,0.9450658624270265,0.10745938136525487,0.9433155111770821,0.8899888611205864,0.18985776879957802,0.059669417527401805,0
56,0.4705882352941176,0.8327017960119231,0.11010894932515829,0.7890574368176351,0.8086365217290576,0.15163193250064616,0.09135335303870303,0
57,0.4789915966386554,0.9589032089030483,0.08356100838575602,0.7799468918243739,0.6365795256575768,0.11924804194678837,0.2824653933471952,0
58,0.4873949579831932,0.7853325317185816,0.23557027486075513,0.8081146238014314,0.9494649141443026,0.2578051159958169,0.20617695198489505,0
59,0.49579831932773105,0.7299493904195392,0.15835673646170653,0.799047010433549,0.783475281344622,0.09175940367770515,0.09611735637307432,0
60,0.5042016806722689,0.15817646106639327,0.22865996682509843,0.7863678135876055,0.9211122165554275,0.1660124635073204,0.7961861384301138,1
61,0.5126050420168067,0.010946842234594863,0.12658233190433404,0.7602931848793648,0.9946043958421464,0.1755824283907449,0.7602926782634338,1
62,0.5210084033613446,0.1429196321109119,0.03098883918945857,0.7937237758375313,0.9514427520050767,0.23086186805914882,0.8047357144924187,1
63,0.5294117647058824,0.14419263211331637,0.11653205514651431,0.9064333679680721,0.567781658022897,0.12297927993493377,0.8156118280477891,1
64,0.5378151260504201,0.2578170706851582,0.2929438413417008,0.8252597838121467,0.5273211782384342,0.11879231114398703,0.6752045305987407,1
65,0.546218487394958,0.1883116314007944,0.11851277040307676,0.9402200297116696,0.7180451774107713,0.40233640893423084,0.7500902451993713,1
66,0.5546218487394958,0.18784768035780527,0.20623633416012072,0.8453125336246174,0.8905707206457956,0.17069409526361295,0.8077609191620343,1
67,0.5630252100840336,0.2099019017624686,0.17430706286434766,0.8714992246728122,0.6469281168494126,0.08282493337451634,0.8008264054732539,1
68,0.5714285714285714,0.12342427668314063,0.18169765740320964,0.9007226294255612,0.7600527180903845,0.09055718161858684,0.7169064197362561,1
69,0.5798319327731093,0.24975004198759143,0.3078619238910925,0.9563993616786313,0.8183559843403833,0.1470627574569823,0.8121298313679203,1
70,0.5882352941176471,0.015359737022208365,0.02749676368918589,0.8194175447025809,0.604591674137274,0.7780422147159384,0.7483302715150152,1
71,0.5966386554621849,0.13891370810360826,0.050825326062083925,0.661267730874133,0.7530918578354568,0.7371280893725751,0.7832202064117806,1
72,0.6050420168067226,0.0,0.21077140164121874,0.8066610752529162,0.9623335987310915,0.770888260368581,0.9310828039715157,1
73,0.6134453781512605,0.1641885373744413,0.16487595565247096,0.9110950349215516,0.714580612440054,0.8578764975806097,1.0,1
74,0.6218487394957983,0.056078048771905,0.3288070002562622,0.9073160668078144,0.625553469130731,0.6586965657220233,0.8729838490117623,1
75,0.6302521008403361,0.14513877723895197,0.23163085546234202,0.9703918875424922,0.9083677440788064,0.9261296875244451,0.7814969499920613,1
76,0.6386554621848739,0.16637266073590343,0.23932647725789313,0.8200132101543591,0.961513618948703,0.8131934112859182,0.7986464283773338,1
77,0.6470588235294118,0.13005631227947184,0.21726066820834683,0.8639898183991572,0.5866064741130338,0.7179531670556253,0.638090541884411,1
78,0.6554621848739496,0.19398508235779482,0.24494647507783895,0.9338842630604025,0.543949569601821,0.743515694941758,0.6856443968137739,1
79,0.6638655462184874,0.2140055872019933,0.14162532175214101,0.8702766799084616,0.914828311534821,0.9999999999999999,0.807961702071889,1
80,0.6722689075630253,0.08638126541629063,0.6813811459128102,0.46256632102310474,0.9685510406258673,0.6694140527361118,0.8941049167059036,1
81,0.680672268907563,0.2818147493989038,0.29349573870251794,0.5333721776958493,0.9360887047141807,0.7629767635092038,0.9179774007622367,1
82,0.6890756302521008,0.16104112490913042,0.5800256913442468,0.67635411619882,0.9336352065667936,0.7391933678783962,0.9250733047249874,1
83,0.6974789915966386,0.09613015176133528,0.6159543181832857,0.5781751771181884,0.9841317000290104,0.8934703524392972,0.7747375600790308,1
84,0.7058823529411765,0.2595997139456522,0.36964133661101495,0.42776653538668435,0.8997360505564668,0.9107822335514335,0.8405991760328091,1
85,0.7142857142857143,0.22181487097719377,0.5757617979994094,0.545416098564107,0.7340302692241288,0.7761865215749322,0.6565111737467791,1
86,0.7226890756302521,0.26543534920528633,0.5029504159324505,0.4672856309029541,0.5961808355903411,0.8897853336337256,0.798423744158114,1
87,0.7310924369747899,0.24963870505909175,0.45899284828317766,0.5831094647362429,0.7991923279760134,0.8578465701287352,0.8411062245424104,1
88,0.7394957983193278,0.06237534123388315,0.535842719645547,0.4820935433899195,0.8331667927860956,0.8678772870819833,0.9273985323833552,1
89,0.7478991596638656,0.15332066213796466,0.5847578591804905,0.5384115397978549,0.5822168301143336,0.792544248662277,0.9054555261048589,1
90,0.7563025210084033,0.603527783354616,0.5041863675298602,0.6424370218464979,0.9769102998374115,0.9017035287652443,0.7904139915319206,1
91,0.7647058823529411,0.5368691306756014,0.4239714740893281,0.5693913278374596,0.7869166649027745,0.7477186010895909,0.7829454277862393,1
92,0.773109243697479,0.5775833513819842,0.6098855545104089,0.5647044553485128,0.7242130023491875,0.7428104806977132,0.8933790248629283,1
93,0.7815126050420168,0.4709751705178159,0.44314127790479674,0.509476118036418,0.7813748070520727,0.8902943424795289,0.6863248235480374,1
94,0.7899159663865546,0.5482007943195919,0.49250265589489794,0.33602055438529466,0.8823355347046297,0.7550070561542777,0.6874454524148416,1
95,0.7983193277310925,0.46969267968163003,0.5450958093930597,0.4939102674209328,0.7707772125907605,0.8074933806414919,0.8605408536246325,1
96,0.8067226890756303,0.37207218619217325,0.40546072273555134,0.499433715998164,0.9922155996296087,0.8459264865239707,0.7211253014421417,1
97,0.8151260504201681,0.6545360990906899,0.5332315036797187,0.5330570791433665,1.0,0.8338282405592291,0.7639555368977304,1
98,0.8235294117647058,0.47287099170876573,0.4119036305234026,0.5911828775465218,0.760867236801765,0.8356138752808845,0.8160801762280514,1
99,0.8319327731092437,0.4849610000753008,0.5108831128819076,0.5774146185671941,0.6206207333768794,0.850073952827568,0.9578956426838373,1
100,0.8403361344537815,0.40032949063163176,0.5926664890836408,0.5384345184566841,0.7986274566423002,0.8431020534901238,0.7978082635192068,1
101,0.8487394957983193,0.5426322679806305,0.31605705988164634,0.4738453596974517,0.6713961667015587,0.7612468428560673,0.7807517191075992,1
102,0.8571428571428571,0.7383334403255054,0.5227132668861064,0.4585914396639763,0.5334255731936208,0.6200341767808646,0.7922460146567272,1
103,0.865546218487395,0.5030647622006778,0.4883277310308206,0.5228010002227943,0.6380244900416979,0.7652682063081613,0.8204456749346485,1
104,0.8739495798319328,0.4568703471525574,0.43300059125032253,0.641474864123136,0.9786725288160472,0.9234640224822183,0.8770730692286843,1
105,0.8823529411764706,0.39813321732661966,0.4714764458835179,0.4356411263402535,0.7238078116238597,0.9505653371000702,0.6292670396077356,1
106,0.8907563025210083,0.5043935924355947,0.4905672790294098,0.5158636998352066,0.6382860350935853,0.7679533122469558,0.7693562746908437,1
107,0.8991596638655462,0.579979398668367,0.46420204802038023,0.4170553218108465,0.9729876295632133,0.9260169140059371,0.7515900245015631,1
108,0.907563025210084,0.5440598417405418,0.5602419800269726,0.5665248892026209,0.923307622377271,0.795931023322252,0.7784985441693867,1
109,0.9159663865546218,0.4894785321518617,0.34084791192491404,0.508295791923794,0.5697106047128996,0.9679232218589181,0.8769766101121917,1
110,0.9243697478991596,0.655988424524903,0.6261598205166332,0.47344127746874204,0.5322167075216284,0.6730293082547635,0.7675014432062954,1
111,0.9327731092436975,0.5213682043310598,0.47223373230174415,0.5500397801588793,0.8981872568747405,0.8273407041895944,0.7962374013010428,1
112,0.9411764705882353,0.6780464637631257,0.5981820289176896,0.47203636576349184,0.9130721120688774,0.6998022725496019,0.8116727143793698,1
113,0.9495798319327731,0.4222523429256053,0.4642987234556135,0.39956783606488966,0.614984319972205,0.8061309913740428,0.7139592685438749,1
114,0.957983193277311,0.4285685397544398,0.6275792615838494,0.5564180431361704,0.9744337057263961,0.783437807570041,0.8154756426242508,1
115,0.9663865546218487,0.5665295956050045,0.5913389147417857,0.4899785353761011,0.829784396102187,0.8102881691281525,0.760261981432795,1
116,0.9747899159663865,0.4710893073966207,0.4650862265221122,0.5090881000381515,0.5476684129289913,0.8432328687839012,0.7089018761914105,1
117,0.9831932773109243,0.5886223565804453,0.6059182606341208,0.47982291495834256,0.7465988100010759,0.7571378731693903,0.6302135298826423,1
118,0.9915966386554622,0.7770705807801359,0.539675635497032,0.4865629784427399,0.7400970461394337,0.8628763744845519,0.7766071002746108,1
119,1.0,0.9459900242363474,0.8965574920716395,0.9131019534495004,0.0,0.4896470333883106,0.47011869144651997,1
